aid,pid
677,588356
197,588356
197,588358
135,588359
523,588360
197,588362
471,588369
384,588371
394,588372
384,588373
384,588375
229,588376
603,588379
281,588385
822,588387
42,588388
787,588389
135,588389
295,588394
568,588398
569,588398
456,588399
358,588402
135,588406
241,588409
42,588411
416,588422
384,588427
358,588433
338,587830
239,588436
89,588439
7,588449
197,588450
384,588453
831,588454
384,588460
390,588460
360,588466
384,588467
394,588470
500,588472
800,588475
405,588476
428,588478
135,588478
197,588478
920,588480
318,588482
135,588485
713,588485
497,588488
384,588490
655,588491
11,588496
10,588496
884,588497
384,588499
678,588500
187,588506
135,588513
289,588517
244,588518
414,588519
359,588521
384,588526
414,588527
36,588528
384,588536
422,588353
648,588353
384,588539
197,588542
197,588549
677,588550
19,588553
429,588554
7,588556
89,588560
268,588587
9,588676
37,588713
705,588839
377,588903
667,588940
9,588946
882,588972
433,588986
897,589026
434,589054
709,589083
20,589224
705,589254
705,589271
155,589389
25,589431
194,589447
969,589455
112,589473
897,589501
873,589553
37,589600
433,589648
9,589706
705,589724
38,589735
9,589752
112,589759
112,589794
194,589829
964,589836
172,589902
969,590064
25,590078
748,590170
9,590176
969,590233
826,590266
9,590294
9,590298
821,590315
194,590321
636,590348
533,590356
635,590378
330,232
399,590397
9,590425
399,590471
318,590479
72,590512
9,590551
434,590603
433,590669
194,590680
821,590728
969,590774
433,590795
536,590809
194,590875
839,590915
8,590975
991,591124
933,591649
932,592897
933,592897
782,593242
433,593958
552,594094
290,594638
933,594680
933,595205
290,595273
552,595468
932,595512
933,595512
255,596023
782,596288
933,597437
782,597862
433,597909
932,598067
933,598067
364,598250
782,598429
782,598627
933,598998
782,599659
552,600981
479,601884
290,602009
552,602236
311,602592
932,603085
933,603085
933,603505
325,604238
364,604363
364,605112
782,605148
734,605473
734,605474
538,605835
21,605901
21,605931
21,606000
21,2565
21,606195
21,606254
21,606340
21,606377
21,606543
21,606553
222,606698
223,606698
220,606698
146,606910
621,606915
223,607021
670,232
434,607102
873,607103
223,607193
670,607258
223,607639
620,607763
844,607795
936,608679
936,608682
936,608687
936,608692
839,608732
936,608765
936,608772
307,608774
936,608820
936,608830
936,608916
936,608932
917,608934
936,608945
959,608952
936,608959
936,608960
307,608991
936,609044
755,610367
784,610636
755,611464
479,611922
866,612391
45,612437
894,612472
79,612830
290,612956
300,613108
244,613492
931,613610
547,613715
498,613781
615,613843
770,614004
679,614010
244,614020
692,614074
339,614121
938,614180
119,614725
847,614763
679,614973
770,614976
822,615133
548,615139
791,615163
770,615302
583,615493
583,615565
290,615690
45,615759
910,615890
538,616018
951,616086
436,616278
244,616304
113,616341
164,616419
197,616484
100,616648
354,616798
93,616798
421,616826
346,616950
446,617148
354,617170
987,617320
346,617372
829,617496
293,617583
893,617683
115,617945
414,617998
755,618040
789,618047
755,618267
414,618296
766,618619
767,618619
386,618705
710,618722
414,618722
789,618727
397,618728
73,618732
693,618749
696,618749
789,618751
611,618752
482,618761
670,618777
789,618786
409,618798
422,618798
410,618798
471,618824
755,618830
397,618832
693,618843
696,618843
987,618872
224,618874
422,618887
46,618887
45,618932
422,618932
46,618932
696,618942
155,618952
693,618959
696,618959
379,618975
321,618975
339,618993
789,619001
399,619008
503,619020
789,619062
897,619066
716,619077
870,619090
573,17388
397,619143
712,619173
573,619188
613,619200
945,2260
789,619209
766,619220
133,619221
183,619226
789,619251
789,619301
558,619324
168,619324
21,619341
789,619374
414,619382
612,619398
590,619413
161,619414
321,619446
503,619458
801,619459
590,619464
918,619489
364,619512
928,613033
929,613033
166,619518
480,619534
767,619540
414,619546
561,619548
897,619576
502,619587
456,619596
135,619596
46,619596
197,619596
898,619624
671,619638
696,619639
930,619639
223,619643
918,619655
916,619667
364,619697
414,619714
75,619738
925,619743
926,619743
42,619749
693,619750
789,619751
918,619761
789,619775
45,619776
664,619790
433,619791
696,619813
210,619814
318,619828
945,619854
338,619854
115,619888
1,619900
767,619912
19,619913
612,619915
789,619916
364,619968
471,619980
622,619982
621,619982
414,619987
340,620002
694,620013
562,620025
538,620047
928,620051
929,620051
135,620053
61,620058
622,620068
414,620084
197,620088
115,620124
767,620133
386,620177
696,620189
930,620204
591,620213
755,620217
756,620217
7,620219
414,620241
115,620268
155,620313
75,620322
155,620322
710,620374
414,620374
7,620408
1,620425
549,620428
327,620428
339,620435
471,620442
755,620447
142,620463
555,620463
902,620485
197,2260
364,620501
558,620504
161,620523
7,620528
918,620568
414,620578
7,620621
133,620638
767,620645
321,620654
338,620667
712,620717
135,620717
45,620750
414,620765
716,620769
610,620813
909,620814
397,620835
613,620844
767,620858
115,620881
789,620892
898,620928
693,620936
694,620936
696,620936
2,620944
456,620977
471,620982
480,620996
321,620998
48,621014
898,621022
394,621044
860,621044
711,621061
385,621077
354,621084
414,621107
716,621112
7,621123
321,621124
331,621130
870,621135
240,621153
241,621153
898,621167
900,621232
787,621232
42,621232
142,621297
713,621297
32,621331
414,621341
696,621361
433,621369
433,621374
789,621393
789,621397
75,621416
422,621416
870,621421
613,621445
503,621447
319,621449
422,621466
693,621513
394,621519
339,621531
340,621531
613,621548
318,621553
319,621553
945,621573
897,621573
385,621590
414,621614
155,621616
755,621651
479,621651
693,621662
696,621662
502,621701
433,621717
364,621735
399,621741
413,621745
693,621748
41,621762
712,621762
897,621798
918,621804
418,621814
716,621820
414,621823
310,621833
399,621841
414,621896
364,621902
929,621915
918,2260
45,621920
46,621920
115,621954
386,621957
902,621959
612,621961
379,621990
115,621995
696,622002
414,622003
385,622012
696,622029
482,622038
386,622041
48,622081
49,622081
29,622085
808,622087
693,622089
358,622090
359,622090
930,622120
610,622133
677,622169
135,622169
46,622169
197,622169
558,622172
471,622181
631,622199
808,622219
538,622228
462,622259
135,622263
154,622263
713,622263
155,622263
558,622264
135,622270
197,622270
433,622281
590,622291
295,622295
61,622325
386,622371
918,622394
503,622410
75,622433
76,622433
73,622446
252,622455
133,622489
900,622508
221,622516
114,622556
789,622575
789,622576
106,622590
115,622608
902,622613
115,622614
364,622617
399,622630
612,622633
321,622641
918,622750
610,622784
48,622799
49,622799
318,622842
221,622845
711,622848
414,622848
414,622852
184,622903
386,622932
397,622952
364,622988
831,622992
414,623008
115,623037
364,623062
837,623066
918,623067
29,623071
503,623081
409,623094
422,623094
338,623094
925,623103
926,623103
479,623114
591,623130
135,623132
364,623156
495,623158
755,623171
471,623178
787,623203
42,623203
187,623205
898,623226
693,623263
710,623279
414,623279
336,623288
870,623295
711,623334
898,623355
789,623371
633,623426
386,623526
386,623542
115,623580
364,623594
558,623610
340,623611
73,623611
561,623614
760,623629
710,623639
414,623639
918,623646
558,623663
29,623698
414,623699
414,623707
789,623745
573,623746
925,623755
926,623755
422,623776
648,623776
385,623778
711,623814
414,623814
789,623824
321,623830
525,623852
695,623868
498,623870
414,623907
503,623931
397,623939
49,623947
732,623970
602,623970
471,624007
135,624044
364,624056
354,624076
471,624084
693,624098
696,624098
321,624101
613,624116
789,624117
753,624195
558,624198
462,624200
73,624200
475,624214
991,624253
902,624264
358,1928
558,624274
461,624279
364,624280
289,624288
711,624297
414,624297
789,624308
7,624311
870,624336
289,624348
41,624350
571,624351
765,624378
62,624961
959,625308
782,626634
782,626824
782,626977
32,627075
32,627600
782,627616
265,627756
265,627997
77,628046
29,628128
844,628190
602,628343
503,628359
386,628412
649,628515
46,628515
533,628661
247,629036
395,629199
395,629324
181,629394
533,629407
726,629435
221,629452
249,629454
710,629468
381,629474
664,629475
664,629489
553,629492
924,629517
870,629524
333,629525
221,629532
370,629542
247,629547
317,629583
489,629604
359,629620
319,2260
315,629646
908,629648
247,629655
317,629659
767,629667
381,629674
249,629680
664,629694
479,629846
982,629999
709,630078
479,630118
954,630127
434,630356
434,630428
343,630471
502,630550
434,630774
433,631269
558,631532
414,631549
414,631587
414,631667
844,631674
414,2260
938,632063
414,632280
33,632336
414,632500
987,632986
558,633188
844,633234
414,633395
278,633429
249,633480
999,633495
999,633555
987,633642
414,633732
249,633748
32,633766
249,633834
414,634115
414,634190
414,634431
33,634444
789,634459
710,634514
414,634514
558,634701
413,634731
33,634797
353,635126
434,635685
268,635766
232,635999
364,636118
471,636149
710,636181
414,636181
767,636188
789,636192
558,636200
168,636200
413,636218
999,636238
710,636239
414,636239
414,636253
364,636282
558,636293
767,636319
613,636339
930,636348
558,636369
168,636369
558,636370
471,636381
902,636381
696,636401
461,636434
558,636441
413,636442
693,636445
414,636456
414,636463
414,636470
414,636477
386,636480
558,636486
105,636507
105,636512
767,636522
722,636523
38,636532
38,636544
105,636555
9,636563
502,636570
897,636586
9,636587
945,636593
969,636639
897,636640
875,636643
9,636647
1,636648
394,636650
321,636650
591,636671
719,636672
720,636672
172,636694
480,636700
93,636729
730,636780
897,636789
763,636793
38,636794
535,636808
897,636814
514,636834
918,636849
29,636852
321,636855
183,636862
105,636880
787,636883
9,636886
8,636906
105,636951
722,636961
148,636965
719,636968
918,636974
763,636977
611,636983
263,636989
93,636994
38,636998
9,636999
503,637004
918,637019
8,637022
9,637028
918,637046
321,637058
9,637061
149,637074
560,637084
719,637098
38,637105
93,637120
918,637130
358,637154
359,637154
719,637172
535,637187
183,637227
240,637246
241,637246
359,637275
330,637276
29,637280
912,637302
49,637305
789,637308
480,637319
719,637362
38,637367
38,637378
309,637567
636,637969
645,637974
479,638591
286,638706
542,638940
399,638949
399,639047
399,639242
602,639405
399,639408
399,639679
399,639799
399,639806
865,639812
399,640131
602,640134
128,640523
763,640552
50,640563
434,640711
624,640743
689,640764
891,640951
343,641076
366,641097
128,641196
230,641471
265,641588
734,642234
285,642382
891,642431
891,642618
50,642681
128,642814
891,642836
50,642855
643,643053
782,644892
506,646294
875,646663
858,649510
860,649510
29,649510
261,649724
564,649890
533,649897
395,649905
446,1928
839,649936
284,649965
395,649973
446,649977
614,649983
446,649986
477,649995
819,650031
355,650034
94,650057
639,650080
638,650080
674,650082
675,650082
654,650098
328,650105
179,650119
674,650119
675,650119
937,650143
654,650162
57,650163
440,650163
187,650187
675,650192
564,650195
112,650199
969,650220
533,650221
686,650233
328,650244
446,650244
446,650256
215,650257
395,650258
533,650261
386,650295
333,650358
105,650394
478,650423
620,650445
364,650524
333,650553
835,650626
836,650626
835,650706
835,650825
726,651141
286,651226
722,651247
377,651264
286,651283
286,651357
50,651481
624,651574
50,651638
50,651722
891,651832
268,651850
50,651900
50,651926
833,651951
50,651953
93,1928
259,652071
50,652074
50,652086
50,652106
258,652126
258,652140
624,652256
50,652271
986,652282
50,652285
366,652309
645,652484
50,652486
50,652490
465,652558
50,652580
645,652732
50,652750
50,652766
722,652788
479,652976
722,653002
723,653002
265,653060
50,653075
50,653142
943,653290
50,653504
722,653509
891,653512
358,653518
268,653537
50,653550
128,653593
50,653670
50,653680
358,653708
359,653708
50,653745
479,654003
50,654094
50,654191
891,654209
50,654267
128,654377
479,654484
50,654486
50,654493
50,654502
286,654698
542,654723
232,654746
286,654795
424,654858
424,654904
692,654910
339,654913
636,655028
423,655053
969,655062
502,655116
987,655144
235,655186
636,655213
339,655215
312,655249
339,655290
424,655355
767,655444
414,655444
930,655455
692,655466
95,655521
930,655537
825,655985
373,656397
564,656403
446,656501
939,656519
940,656519
451,656541
533,656543
57,656554
57,656555
440,656555
446,656597
574,656615
57,656656
440,656656
237,656664
942,656681
237,656737
237,656804
238,656804
993,657142
503,657201
32,657240
712,657675
42,657675
604,657688
279,657688
362,657691
604,657731
279,657731
666,657739
667,657739
45,657741
649,657741
18,657741
46,657741
343,657990
448,658502
448,658644
448,659379
448,659636
448,659791
448,660219
448,660814
265,660894
448,661790
265,664222
265,664474
265,664901
564,665121
563,665121
564,665122
563,665195
564,665195
395,665210
395,665264
836,665268
839,665272
563,665319
564,665319
687,665420
395,665430
564,665522
563,665522
564,665524
564,665533
540,665563
283,666167
822,666311
615,666334
501,666355
464,666405
302,666408
542,666430
99,666444
675,666464
488,666464
104,666464
292,666513
302,666516
542,666533
985,666541
615,666541
480,666590
501,666637
300,666641
985,666652
79,666673
301,666702
962,666730
292,666801
739,666805
740,666805
523,666810
300,666847
301,666847
985,1928
615,666896
170,666990
205,666990
302,667011
985,667056
43,667071
920,667211
72,667245
260,667351
478,667357
73,667374
46,667397
197,667397
854,667428
75,667474
73,667474
144,667515
855,667540
839,667545
311,667559
100,667600
399,667637
192,667637
740,667668
260,667695
73,667695
346,667712
540,667712
144,667761
332,667944
42,667977
73,668007
260,668128
261,668128
73,668128
739,668131
842,668173
93,668247
854,668293
259,668325
93,668460
99,668478
525,668488
462,668488
46,668712
808,668717
405,668740
462,668742
475,668742
73,668742
981,668748
808,668779
93,668808
343,669082
559,669097
125,669117
739,669140
139,669205
377,669234
46,669234
525,669375
204,669379
46,669379
894,669401
265,669421
197,669527
655,669554
231,669622
73,669622
144,669794
135,669794
343,669861
559,669867
712,669955
405,669978
863,670023
865,670023
645,670047
991,670060
46,670129
623,670146
624,670146
93,670168
94,670345
332,670452
836,670463
333,670494
231,670502
144,670529
559,670540
286,670647
462,670709
475,670709
73,670709
368,670747
787,670747
42,670747
73,670756
938,670816
114,670829
836,670837
559,670853
343,670862
265,670904
854,670989
855,670989
377,671008
46,671008
99,671072
364,671180
311,671247
602,671355
46,671396
342,671409
93,671475
73,671575
944,671613
685,671619
740,671626
862,671626
232,671716
345,671731
822,671742
742,671768
854,671836
855,671836
232,671837
73,671941
311,671968
346,672036
93,672065
480,672077
433,672079
364,672225
204,672319
46,672319
888,672368
144,672382
616,672470
346,672526
712,672544
900,672544
260,672579
866,672596
49,672604
41,672646
712,672646
135,672646
343,672656
57,672816
440,672816
642,672907
46,673036
835,673040
836,673040
311,673053
863,673087
46,673095
525,673130
631,673169
46,673227
364,673388
61,673467
479,673482
739,673497
559,673519
740,673585
146,673613
642,673705
316,673715
169,673846
525,673847
46,673881
261,673898
660,673911
73,673952
139,674039
953,674076
21,674093
748,674099
255,674100
862,674190
46,674347
434,674378
967,674687
564,674875
596,675283
827,675407
748,675463
489,675703
852,675731
618,676856
340,677348
784,677391
784,677408
261,677487
377,677518
767,677526
261,677573
987,677605
314,677651
340,677657
261,677672
340,1928
261,677706
261,677738
433,677784
434,677810
423,677821
423,677830
559,677833
423,677842
423,677860
999,677997
388,678000
999,678003
95,2565
999,678022
999,678026
388,678035
999,678038
999,678040
999,678043
538,678049
999,678050
337,678056
388,678064
999,678068
388,678074
94,678082
95,678082
999,678083
930,678098
292,678100
999,678106
753,678112
538,678127
999,678128
95,678135
999,678138
95,678139
95,678143
999,678176
692,678199
999,678200
388,127703
999,127703
95,678216
94,678219
95,678219
95,678221
999,678224
95,678068
999,678241
636,678278
999,678280
999,678285
753,2565
999,678327
999,678330
577,678372
991,678601
902,678684
991,678779
734,678837
991,678890
779,678895
991,678943
577,678997
991,679209
144,679617
991,679696
116,679754
991,679815
991,679856
991,679869
295,680113
710,680527
414,680527
414,680712
414,680982
491,682013
141,682627
902,682757
491,683142
3,683841
105,684577
837,684816
989,684818
837,686051
105,686056
433,686327
3,686328
983,686982
982,686982
894,687186
982,687389
982,687476
894,687494
894,687675
433,687717
894,687764
311,687770
479,512499
982,688195
982,688336
311,688385
825,688452
825,688488
825,688539
825,688604
825,688706
825,688716
633,689173
406,689387
902,689387
59,689797
621,691479
622,691479
944,691489
301,691512
610,691645
621,691690
596,691742
868,691747
739,691747
35,691835
337,691859
986,692016
399,692222
739,692276
902,692389
919,692698
997,692717
317,692790
381,692829
105,692988
991,693038
283,693156
727,693235
719,693275
105,693347
732,693355
381,693474
902,693519
651,693665
902,693781
93,693866
116,693901
991,693982
491,694094
636,694264
456,694316
261,694319
991,694459
843,694560
105,694587
604,694691
428,694697
153,694697
105,694702
991,694789
491,694851
105,695129
636,695214
937,695233
837,695407
491,695577
340,695699
340,695719
902,695914
902,696054
105,696100
779,696190
837,696201
991,696304
991,696417
177,696472
157,696472
456,696549
902,696728
388,696835
283,696840
686,696840
732,232
991,696901
491,697015
902,697025
172,697124
172,697155
687,697164
491,697166
172,697216
991,697625
902,697696
865,697710
912,697801
340,698121
991,698155
902,698163
230,698454
172,698511
991,698773
340,698809
116,698853
388,698906
25,699216
732,699396
317,699477
128,699555
343,699573
128,699577
127,699581
222,699633
339,699669
636,699676
575,699716
479,699748
671,699849
363,699864
570,699908
572,699908
442,699948
731,699948
343,700002
927,700180
977,700182
358,700227
187,700268
404,700268
166,700334
205,700351
170,700351
765,700430
494,700441
605,700513
265,700526
223,700541
822,700563
343,700614
930,700621
933,700762
609,700827
268,700836
119,700863
120,700863
424,700878
343,700930
909,700934
388,700975
32,701035
701,701038
849,701061
148,701061
850,701061
54,701088
886,701112
909,701253
318,701296
119,701309
339,701378
413,701439
575,701482
577,701482
409,701512
249,701562
119,701596
120,701596
339,701599
318,701612
930,701629
110,701635
263,701693
318,701752
268,701768
692,701815
447,701830
999,701846
408,701881
822,701963
318,701973
993,701973
930,701974
722,701991
697,702012
422,702064
561,702070
636,702143
693,702147
32,702166
94,702198
95,702198
822,702206
224,702215
438,702328
244,702328
245,702354
963,702413
695,702515
339,702573
386,702642
107,702671
572,702723
119,702842
119,702860
120,702860
574,702885
575,702979
366,703025
692,703051
977,703133
265,703188
831,703196
428,703314
153,703314
848,703343
894,703383
54,703386
265,703400
734,703435
616,703580
985,703600
837,703681
267,703694
692,703695
14,703745
163,703745
561,703789
265,703966
851,704006
589,704038
822,704038
343,704044
999,704080
318,704203
379,704263
771,704284
67,704309
692,704315
569,704334
339,704504
54,704534
315,704597
434,704610
894,704701
928,704776
221,704783
221,704884
875,704937
32,704956
72,704980
378,704984
915,704986
494,705140
575,705157
54,705171
116,705173
408,705217
558,705233
692,705235
771,705308
983,705311
339,705327
561,705356
264,705400
506,705405
318,705452
483,705621
119,705673
120,705673
909,705705
612,705720
613,705720
318,705788
993,705788
221,705788
119,705808
120,705808
363,705825
999,705976
121,705980
727,705986
722,706049
319,706137
986,706229
119,706251
120,706251
378,706269
692,706284
604,706320
858,706345
859,706345
717,706345
860,706345
119,706383
695,706395
992,706458
671,706516
166,706635
771,706661
842,706677
64,706677
53,706689
830,706736
343,706779
119,706917
403,706925
265,706957
318,706963
618,706970
54,707020
397,707133
447,707155
378,707179
574,707223
403,707227
265,707240
230,707268
767,707320
414,707320
693,707383
696,707383
215,707427
636,707429
408,707494
692,707533
623,707560
875,707696
32,707791
358,707826
694,707835
338,707838
894,707871
667,707894
692,707936
166,707957
976,707957
977,707957
249,707980
414,708010
358,708012
359,708012
561,708040
520,708044
671,708166
909,708173
265,708229
235,708233
239,708238
318,708322
538,708335
527,708349
438,708413
244,708413
482,708467
722,708467
314,708467
561,708528
157,708541
315,708556
208,708684
999,708709
424,708767
692,708859
909,708887
249,708903
696,708905
722,708907
607,708907
314,708918
10,708928
42,708979
909,708987
870,709017
664,709091
999,709172
693,709182
215,709206
722,709208
366,709220
637,709284
692,709306
230,709316
676,709335
782,709431
223,709492
618,709507
558,709563
561,709621
410,709636
757,709691
428,709744
562,709782
654,709908
386,709928
166,709943
668,709943
891,709959
993,710048
987,710059
830,710144
928,710169
321,710200
969,710214
339,710295
230,710403
822,710479
577,710533
32,710599
221,710628
692,710678
693,710696
696,710696
930,710700
575,710755
529,710768
161,710795
428,710851
155,710851
318,710871
520,710953
822,710965
106,711000
828,711015
687,711042
379,711066
261,711198
575,711236
577,711236
670,711294
43,711295
119,711346
120,711346
575,711409
577,711409
106,711439
343,711477
99,711514
575,711542
577,711542
693,711551
575,711553
890,711562
161,711678
482,711789
722,711789
314,711789
909,711841
561,711850
732,711865
318,711890
982,711948
249,712046
575,712105
830,712123
281,712150
496,712150
697,712172
428,712254
574,712262
581,712262
318,712353
343,712478
830,712482
438,712552
701,712552
244,712552
982,712629
155,712629
72,712653
993,712670
230,712675
830,712675
318,712697
119,712740
987,712765
166,712852
930,712860
77,712874
54,712923
55,712923
817,712944
249,712953
331,713011
722,713037
993,713048
155,713067
496,713105
209,713105
722,713108
265,713167
250,713187
343,713218
671,713239
32,713272
951,713296
166,713313
119,713317
495,713369
496,713369
594,713397
166,713484
121,713497
693,713545
105,713553
794,713554
694,713558
654,713624
858,713629
860,713629
29,713629
471,713660
910,713767
56,713784
65,713802
428,713823
558,713838
168,713838
771,713880
695,713918
999,713924
851,713941
574,713980
580,713980
581,713980
302,714011
166,714026
951,714120
333,714166
927,714170
145,714207
854,714229
318,714239
993,714239
503,714263
482,714336
786,714385
985,714446
835,714450
765,714467
221,714481
119,714489
561,714539
139,714579
89,714595
693,714653
909,714663
618,714671
692,714690
722,714804
14,714881
139,714881
434,714970
50,714978
315,715004
200,715007
93,715022
224,715035
54,715049
55,715049
312,715105
424,715139
110,715145
434,715153
558,715320
379,715339
378,715427
771,715511
222,715521
318,715523
220,715523
909,715545
542,715581
575,715599
32,715639
379,715646
894,715648
119,715792
120,715792
687,715838
687,715876
575,715896
722,715900
983,715901
982,715901
161,715924
934,715932
32,715963
928,715967
687,716041
155,716078
696,716116
265,716160
315,716171
529,716333
386,716362
318,716369
894,716418
211,716537
693,716577
671,716626
696,716647
205,716685
676,716710
252,716729
402,716760
403,716760
379,716789
119,716802
339,716832
272,716860
982,716860
927,716875
318,716914
753,717127
72,717185
321,717208
664,717222
987,717293
119,717342
120,717342
977,717394
119,717435
692,717449
64,717456
842,717456
572,717596
987,717607
909,717646
930,717662
366,717686
161,717690
46,717690
575,717715
414,717734
370,717751
319,717841
767,717869
105,717879
658,717886
272,717909
673,717909
212,717909
999,717997
7,718077
119,718118
482,718148
314,718148
280,718222
740,718393
862,718393
909,718483
168,718500
119,718513
120,718513
343,718552
807,718621
722,718635
575,718680
977,718680
215,718734
318,718785
930,718860
771,718865
561,718966
265,718991
575,719026
577,719026
894,719176
315,719271
701,719282
930,719328
119,719330
363,719371
558,719397
319,719449
318,719506
187,719539
404,719539
909,719596
63,719642
64,719642
977,719642
317,719728
339,719732
366,719757
379,719798
950,719835
575,719901
577,719901
89,719951
927,719951
577,720094
379,720106
494,720118
664,720201
207,720206
793,720206
227,720248
428,720253
424,720308
119,720325
120,720325
651,720342
230,720361
692,720411
558,720433
603,720485
366,720528
339,720576
561,720612
830,720657
333,720688
422,720697
671,720724
1,720738
915,720772
912,720777
211,720847
166,720871
976,720871
977,720871
571,720959
572,720959
858,720970
860,720970
29,720970
636,720981
930,721044
366,721168
268,721178
424,721184
402,721196
909,721202
951,721203
591,721208
558,721218
930,721274
930,721320
575,721371
577,721371
579,721371
378,721372
724,721390
726,721390
39,721422
999,721504
318,721552
822,721577
119,721578
693,721598
654,721611
504,721611
115,721635
229,721636
39,721636
163,721658
671,721669
976,721748
64,721748
977,721748
433,721803
39,721862
544,721873
722,721903
265,721916
909,721941
268,721956
983,722021
782,722093
438,722157
244,722157
105,722158
987,722176
670,722189
986,722197
423,722207
105,722213
928,722276
767,722299
767,722365
378,722378
575,722412
696,722537
265,722552
692,722588
694,722655
693,722667
520,722706
359,722708
300,722719
722,722757
443,722775
442,722775
926,722833
362,722835
54,722878
926,722891
999,722919
210,722983
318,723049
155,723061
315,723196
889,723240
333,723250
977,723280
993,723294
471,723302
993,723334
318,723337
379,723344
434,723403
318,723473
561,723602
910,723604
575,723619
577,723619
765,723725
930,723737
119,723740
414,723744
963,723805
964,723805
722,723845
359,723871
692,723878
999,724084
438,724088
531,724088
575,724214
577,724214
261,724234
611,724280
529,724360
664,724403
976,724431
977,724431
692,724472
575,724565
565,724565
722,724616
482,724641
930,724659
696,724778
909,724780
318,724875
976,724913
977,724913
822,724971
558,725021
168,725021
318,725028
54,725046
830,725061
285,725063
386,725190
767,725207
119,725356
120,725356
302,725564
830,725583
577,725665
318,725674
424,725752
591,725795
424,725872
423,725872
696,725875
694,725878
767,725907
825,725975
252,725990
866,726009
778,726061
692,726068
342,726112
870,726130
106,726178
886,726267
793,726325
32,726347
29,726400
693,726653
694,726653
695,726653
696,726653
575,726704
577,726704
574,726746
581,726746
315,726761
119,726765
120,726765
319,726809
166,726948
163,726948
692,726958
119,727008
871,727044
187,727099
404,727099
471,727111
482,727119
314,727119
693,727233
765,727256
695,727257
890,727324
221,727353
858,727359
717,727359
860,727359
315,727419
221,727456
719,727468
575,727488
594,727530
919,727578
10,727606
366,727609
767,727687
909,727733
23,727818
89,727887
10,727910
119,727951
120,727951
831,727960
230,728271
172,728298
456,728304
119,728327
658,728351
121,728379
560,728392
692,728436
924,728447
315,728447
318,728496
318,728523
993,728548
161,728574
692,728612
366,728656
504,728710
363,728775
930,728801
166,728859
577,728865
428,728963
565,728966
693,728986
558,729022
168,729022
318,729080
993,729080
333,729145
992,729145
993,729145
119,729147
604,729235
279,729235
605,729235
339,729265
268,729283
842,729294
963,729298
575,729338
930,729406
891,729429
993,729456
636,729460
379,729474
409,729519
422,729519
386,729548
496,729566
208,729566
209,729566
119,729606
120,729606
562,729616
358,729640
359,729640
121,729659
835,729660
581,729684
574,729684
12,729729
822,729729
679,729773
318,729836
579,729953
969,729957
223,729961
166,729979
999,730035
930,730075
561,730086
909,730106
119,730128
210,730131
830,730173
386,730233
649,730255
18,730255
46,730255
977,730281
603,730314
999,730352
317,730435
732,730452
930,730468
822,730478
268,730488
440,730522
268,730642
612,730657
732,730667
211,730677
302,730678
837,730701
575,730723
591,730874
358,730915
538,730915
359,730915
768,730975
315,731025
14,731040
139,731040
423,731068
424,731071
609,731206
315,731217
200,731238
692,731271
241,731283
692,731300
654,731343
207,731357
822,731423
603,731459
386,731606
263,731611
358,731619
531,731620
696,731627
221,731681
119,731682
265,731730
671,731732
302,731738
119,731762
120,731762
577,731773
692,731787
571,731825
572,731825
621,731922
767,731932
765,731932
875,731960
558,732005
930,732061
985,732125
664,732164
433,732190
573,732191
318,732390
993,732390
32,732423
366,732429
318,732469
379,732503
771,732509
575,732525
577,732525
579,732525
252,732533
612,732549
722,732566
205,732573
170,732573
963,732815
88,732819
119,732882
215,732897
265,732921
695,732965
265,733023
315,733026
422,733069
928,733119
927,733170
643,733180
701,733183
318,733279
722,733299
261,733318
693,733418
696,733418
767,733420
830,733422
987,733438
414,733546
575,733570
577,733570
424,733628
767,733727
428,733758
920,733842
388,733925
16,733930
39,733930
930,733936
696,734035
318,734150
684,734156
930,734223
88,734293
875,734305
909,734309
767,734395
768,734395
168,734430
54,734576
205,734576
567,734590
23,734637
999,734747
428,734824
153,734824
333,734826
214,734945
208,734945
268,734962
339,735111
433,735161
428,735195
318,735233
249,735271
261,735330
373,735366
19,735366
561,735392
315,735514
354,735666
338,735826
710,735869
119,735903
120,735903
771,735942
438,735954
609,735955
910,736041
894,736081
166,736111
668,736111
379,736152
318,736252
321,736284
105,736343
76,736369
94,736498
95,736498
408,736508
558,736573
215,736579
894,736623
959,736632
930,736703
354,736998
379,737012
386,737079
603,737161
149,737296
456,737319
692,737420
379,737473
575,737556
851,737610
814,737611
692,737664
56,737664
575,737681
155,737709
612,737756
613,737756
438,737773
575,737773
244,737773
403,737780
664,737787
822,737804
529,737894
272,737934
76,737956
119,737970
120,737970
693,737972
696,737972
358,738002
315,738005
119,738061
575,738072
577,738072
579,738072
121,738077
494,738097
379,738297
172,738365
993,738418
318,738424
692,738451
928,738453
428,738581
933,738612
154,738662
717,738668
428,738707
520,738731
315,738786
963,738852
964,738852
99,738881
858,738889
717,738889
860,738889
575,738922
5,738926
339,738996
982,739021
265,739024
695,739027
249,739110
339,739182
471,739185
926,739215
119,739224
120,739224
603,739257
438,739266
244,739266
531,739266
926,739309
319,739342
693,739404
696,739404
423,739431
20,739434
319,739457
527,739465
283,739490
288,739490
19,739490
931,739559
999,739566
119,739602
120,739602
930,739630
894,739666
10,739678
50,739697
934,739752
163,739783
339,739899
696,739901
408,739943
999,739963
95,739988
722,740066
575,740076
252,740087
894,740142
442,740160
575,740200
963,740257
830,740302
575,740343
