aid,pid
252,1142
821,1143
135,1145
46,1145
283,1146
948,1148
309,1151
197,1151
73,1151
664,1155
56,1158
625,1160
20,1161
89,1163
648,1166
99,1167
613,1171
822,1172
280,1173
618,1178
757,1179
827,1180
75,1183
562,1183
99,1185
979,1187
863,1187
981,1187
308,1189
859,1190
717,1190
46,1191
425,1192
917,1194
916,1194
283,1198
19,1198
310,1199
475,1200
73,1200
495,1202
846,1205
270,1208
142,1208
271,1208
279,1209
611,1210
47,232
822,1212
119,1215
290,1215
664,1217
453,1218
800,1220
134,1221
145,1222
787,1222
89,1223
827,1224
64,1225
94,1226
988,1227
37,1230
475,1234
897,1236
708,1238
787,1241
135,1241
46,1241
196,1248
46,1248
197,1248
198,1248
797,1249
32,1250
348,1252
654,1252
624,1257
343,1257
476,1259
624,1259
674,1260
45,1261
135,1261
46,1261
259,1265
84,1268
603,1269
294,1272
156,1273
157,1273
18,1273
291,1274
292,1274
664,1275
648,1276
46,1276
793,1278
869,1281
344,1288
252,1293
683,1296
869,1297
20,1298
705,1302
697,1308
121,1308
529,1312
977,1312
421,1314
629,1315
630,1315
414,1318
687,1320
252,1321
249,1322
236,1323
58,1327
336,1327
18,1328
615,1331
501,1331
787,1334
42,1334
712,1336
900,1336
161,1337
470,1342
343,1344
503,1347
560,1348
663,1348
309,1349
462,1349
758,1351
249,1351
362,1353
894,1356
604,1357
57,1357
225,1358
255,1361
140,1364
141,1364
442,1366
322,1366
974,1367
938,1371
209,1372
606,1373
607,1373
404,1373
73,1377
936,1378
120,1380
20,1381
835,1382
836,1382
688,1383
470,1384
54,1386
55,1386
56,1386
758,1389
45,1390
46,1390
787,1391
42,1391
183,1392
602,1395
30,1396
19,1396
839,1398
667,1401
339,1407
44,1408
117,1409
48,1410
49,1410
919,1411
94,1411
611,1412
902,1412
289,1413
89,1413
104,1415
573,1416
859,1418
717,1418
860,1418
433,1633
377,2063
364,2156
59,2170
146,2285
725,2563
726,2563
461,3230
591,3317
887,3321
919,3437
105,3486
38,3503
345,3550
433,3655
814,3709
886,3781
969,3987
43,4074
18,4074
38,4080
919,4204
428,4396
38,4420
969,4437
283,4470
637,4624
240,4681
826,4717
119,4742
120,4742
433,4830
25,4913
969,4960
822,4960
560,4988
26,5002
748,5029
927,5091
537,5235
734,5807
567,6270
107,6438
662,7494
434,7510
146,7514
475,7520
434,7536
434,7542
261,7551
559,7557
784,7599
434,7603
340,7654
784,7669
621,7708
434,7766
827,7780
377,7792
662,7802
261,7834
314,7841
514,7844
110,7867
652,7883
651,7883
434,7891
50,7900
827,7902
72,7905
835,7925
434,7927
784,7932
543,7933
434,7966
232,7972
434,8000
433,8043
12,8057
4,8096
28,8104
621,8116
381,8116
475,8127
434,8152
660,8211
873,8227
172,8250
660,8260
477,8266
434,8279
917,8306
624,8327
107,8391
784,8399
434,8442
434,8449
4,8454
434,8455
964,8471
434,8471
434,8507
621,8525
434,8535
434,8594
559,8605
589,8648
434,8699
434,8709
408,8710
434,8729
434,8748
725,8824
726,8824
108,8878
434,8919
434,8939
624,8945
261,8975
434,9001
105,9010
339,9183
399,9195
662,9234
434,9267
631,9268
632,9268
559,9298
969,9307
261,9308
822,9320
434,9354
543,9365
261,9383
434,9394
434,9430
483,9447
784,9456
826,9505
340,9534
434,9535
434,9537
779,9565
260,9581
231,9582
660,9592
260,9616
434,9632
434,9658
434,9660
827,9702
784,9702
434,9705
340,9716
482,9733
314,9733
434,9766
827,9768
784,9796
434,9808
108,9894
172,9910
4,9938
892,9942
172,9992
621,9996
434,10049
835,10063
836,10063
433,10088
261,10092
434,10118
261,10210
662,10236
835,10257
827,10272
917,10307
434,10390
652,10392
434,10396
94,10481
464,10495
464,10526
186,10555
969,10562
969,10565
920,10581
740,10607
862,10607
186,10621
186,10649
920,10655
920,10660
25,10676
675,10684
817,10694
658,10731
657,10771
658,10771
543,10900
337,11176
964,11179
510,11726
542,11826
311,11833
38,11839
964,12099
969,12774
782,12848
364,13241
543,13353
73,13617
782,15667
958,17817
782,18333
340,18501
767,18687
542,19115
201,19216
30,19216
450,19298
977,19299
86,19444
814,19605
366,19680
666,19711
667,19711
283,19746
605,19746
977,19774
977,19780
649,19786
63,19793
569,19878
41,20082
377,20339
830,21068
610,21073
830,21080
356,21104
319,21105
315,21112
184,21117
553,21191
385,21238
392,21257
392,21299
248,21328
392,21346
767,21354
392,21399
19,21411
262,21421
608,21438
610,21438
987,21443
610,21473
685,21482
392,21491
74,21538
609,21541
610,21541
610,21547
987,21552
318,21575
830,21585
671,21612
830,21682
397,21757
618,21768
230,21791
830,21791
830,21825
610,21849
184,21879
392,21938
610,21957
184,21981
249,21981
249,21987
610,22050
356,22059
830,22079
414,22096
379,22124
803,22144
318,22150
830,22182
938,22199
379,22203
671,22223
385,22264
461,22336
610,22345
830,22356
392,22367
107,22372
4,22377
670,22377
434,22398
823,22514
589,22514
726,8473
146,22566
377,22590
839,22620
645,22644
839,22740
725,22768
128,22978
94,23513
95,23513
384,23537
384,23562
23,23611
166,23713
817,23866
384,23938
384,24006
817,24142
782,24559
343,25271
260,26144
479,26227
969,26341
561,26421
561,26872
479,27095
771,27333
229,27424
561,27453
771,28020
479,28267
771,28282
479,28364
25,28392
265,28571
565,28928
479,28979
479,29237
561,29547
561,29598
771,30267
771,30706
414,30753
479,31183
549,31298
771,31510
771,32083
549,32995
561,33270
771,33274
561,33380
962,33711
290,33731
434,33889
343,34426
434,34544
434,34655
434,35390
434,35461
433,35737
462,36219
73,36219
222,36347
204,36357
220,36390
597,36510
21,36707
231,36716
462,36716
825,36738
525,36763
406,36793
21,36825
746,36928
370,36952
491,37012
319,37012
73,37012
965,37066
406,37123
732,37166
94,37217
46,36357
204,37312
46,37312
292,37319
46,37400
721,37400
525,37432
645,37585
598,37590
462,37596
73,37596
462,37608
598,37679
525,37794
510,76078
446,38384
179,38441
536,38447
937,38467
446,38545
912,38621
524,38629
446,38638
388,32538
252,39646
558,39647
830,39648
685,39660
622,39664
766,39665
73,39669
221,39672
221,39675
220,39687
830,39687
830,39689
378,39696
105,39700
230,39702
603,39703
184,39703
168,39705
926,39707
789,39722
333,39733
664,39733
211,39751
223,39760
342,39763
334,39770
830,39778
693,39779
696,39779
106,39781
354,39787
223,39788
685,39793
106,39793
317,39794
221,39799
413,39804
830,39809
105,39842
558,39847
231,39850
930,39854
321,39864
414,39874
830,39889
732,39893
635,39899
636,39899
637,39899
231,39903
357,39920
830,39924
987,39926
591,39929
591,39935
498,39939
685,39947
222,39955
664,39956
230,39961
830,39961
558,39969
318,39980
993,39980
385,39982
1,39983
221,39985
230,39991
664,39991
32,39992
502,39994
928,39995
929,39995
685,40005
249,40014
515,40016
317,40024
734,40024
230,40028
553,40028
830,40028
318,40030
428,40034
105,40038
222,40040
414,40041
230,40042
830,40042
505,40045
506,40045
471,40050
222,40051
220,40051
223,40051
230,40052
767,40055
491,40071
558,40073
414,40073
482,40074
987,40074
168,40089
573,40092
789,40097
318,40102
447,40104
992,40109
318,40110
319,40110
779,40117
664,40122
447,2565
48,977
318,40128
929,40140
318,40142
837,40148
591,40151
515,40158
558,40168
928,40173
929,40173
106,40175
334,40177
249,40177
318,40195
993,40195
32,40202
767,40211
789,40216
252,40218
558,40218
602,3915
221,40219
945,40225
686,40226
503,40227
722,40231
558,40235
694,40238
696,40238
503,1928
633,40250
315,40266
767,40274
664,40275
321,40282
318,40283
664,40284
732,40306
664,40309
767,40334
249,40341
664,40353
909,40354
223,40359
926,40364
597,40364
462,40364
73,40364
318,40379
32,40387
115,40391
732,40397
664,40398
732,40400
767,40404
503,40405
319,40406
397,40420
230,40422
414,40426
870,40438
386,40440
252,40443
909,40457
591,40461
685,40466
221,40484
249,40487
32,40504
221,40509
664,40511
558,40522
222,40523
414,40525
558,40530
247,40534
664,40539
837,40559
220,40561
222,2565
732,40572
732,40579
573,40590
223,40597
931,40631
230,40632
830,40632
987,40634
928,40636
830,40637
379,40656
414,3665
732,40664
830,40676
591,40690
558,40699
993,40702
664,40706
591,40716
184,40718
685,40730
48,40731
685,40731
222,40733
221,40733
32,40742
685,40743
72,40755
281,40755
491,40755
732,40767
830,40769
247,40775
252,40777
475,40777
72,40781
924,40799
760,40800
870,40816
106,40817
929,40821
732,40833
916,40834
230,40837
72,40859
414,40867
115,40869
779,40876
558,40882
693,40885
993,40890
72,40910
664,40914
925,40918
558,40922
685,40929
693,40933
220,40937
553,40939
902,40950
247,40954
222,40955
223,40955
870,40961
461,40975
618,40981
317,40982
471,40986
230,40997
314,41005
249,41007
222,41010
318,41017
830,41029
392,41037
696,41043
319,41044
315,41047
987,41051
424,41060
603,41070
184,41070
317,41079
928,41081
929,41081
870,41082
321,41087
317,41090
993,41090
230,41104
379,41105
223,41106
252,41111
611,41135
664,41136
230,41137
664,41141
732,41149
471,41151
447,41153
386,41158
223,41160
767,41168
992,41173
319,41173
259,41174
767,41176
734,41189
685,41192
230,41193
693,41197
74,41198
591,41207
902,41226
106,41229
837,41230
664,41245
870,41248
356,41259
319,41269
664,41278
573,41280
247,41285
591,41298
930,41307
558,41324
575,41333
223,41344
317,41345
664,41346
471,41347
32,41361
837,41364
73,41364
767,41366
319,41368
356,41375
502,41376
732,41385
319,41386
498,41390
926,41392
732,41403
413,41417
74,41429
471,41440
767,41440
223,41448
314,41469
358,41471
359,41471
223,41472
183,41478
558,41480
318,41483
611,41487
230,41489
916,41492
945,41496
897,41496
693,41504
696,41504
693,41519
106,41520
318,41540
610,41542
223,41554
870,41559
498,41572
732,41574
558,41582
414,41582
808,41583
220,41587
318,41592
222,41600
916,41619
221,41620
33,41622
722,41625
386,41627
230,41629
221,41633
558,41641
370,41652
987,41656
930,41662
789,3915
664,41674
447,41677
766,41692
767,41692
558,41693
168,41693
618,41696
129,41702
318,41712
223,41719
220,41719
664,41727
230,41730
830,41730
249,41730
168,41743
461,41745
221,41746
693,41753
696,41753
696,41756
125,41761
930,41762
611,41765
334,41781
830,41783
732,41790
902,41791
871,41848
384,41948
383,8473
533,41996
214,42031
208,42031
654,42076
866,42114
53,42154
395,42276
907,8473
214,42342
208,42342
181,42414
395,42483
886,42502
951,42538
434,42610
214,42633
208,42633
907,42658
871,42689
907,42707
401,42714
917,42739
395,42747
916,42949
258,43037
258,43144
886,43547
896,43606
93,43610
258,43619
758,43719
896,43803
258,43968
896,44056
258,44088
17,44202
748,44222
568,44401
569,44401
577,44402
940,44407
226,44415
291,44438
322,44441
577,44442
354,44444
355,44444
654,44466
708,44485
940,44486
450,44496
17,44498
791,44501
708,44503
442,44504
20,44511
709,44512
575,44516
954,44525
849,44534
544,44542
291,44550
149,44558
330,23532
849,44564
684,44587
19,44592
575,44598
577,44598
934,44601
494,44603
503,44608
442,44612
579,44615
577,44616
674,44619
709,44620
673,44622
212,44622
577,44625
494,44630
63,44635
64,44635
442,44639
166,44644
291,44645
577,44646
577,3665
17,44659
940,44663
976,44670
64,44670
977,44670
373,44675
575,44680
730,44683
438,44685
244,44685
881,44690
940,44700
604,44705
57,44705
440,44705
16,44707
18,44707
547,44716
934,44718
708,44719
940,44720
687,44722
405,44727
574,44729
954,44730
686,44742
675,44744
797,44750
195,44751
575,44755
708,44764
849,44767
148,44767
934,44769
654,44781
529,44790
80,44800
81,44800
977,44802
503,44804
174,44817
977,44822
940,44825
577,44833
920,44840
565,44846
934,44851
937,44854
408,44857
927,44858
940,44862
292,44867
307,44870
174,44879
195,44880
494,44880
673,44882
574,44888
450,44891
708,44898
577,44899
940,44902
529,44904
673,44904
17,44915
650,44915
292,44920
594,44922
604,44923
57,44923
440,44923
451,44924
428,45419
997,45482
643,45589
159,45592
200,45595
229,45596
200,45606
649,45610
18,45610
726,45612
30,45613
200,45615
643,45617
30,45623
494,45626
36,45629
36,45635
159,45639
200,45646
156,45651
30,45654
200,45655
643,45658
643,45659
649,45665
18,45665
650,45665
201,45666
46,45666
937,45666
200,45669
18,45673
650,45673
643,45674
643,45679
30,45682
201,45684
148,45690
356,45707
356,45717
559,45737
356,45746
938,45788
356,45809
938,45838
356,45861
356,45913
938,45930
544,45942
559,45992
356,2260
321,46031
356,46037
938,46040
559,46062
356,46068
356,46078
722,46117
559,46123
356,46147
32,46485
32,47816
483,51276
434,51288
131,52678
685,53541
32,54347
770,54640
208,54682
770,54748
770,54774
770,54891
134,55014
630,55014
894,55079
894,55100
208,55183
989,55184
770,55192
770,55228
480,55312
894,55318
480,55365
770,55399
894,55571
770,55591
480,55724
923,56059
583,56060
645,56596
377,56645
943,56764
943,56853
457,57243
433,57271
286,57655
434,57698
261,57724
231,57786
231,57841
478,57851
479,57851
323,58034
219,58051
323,58104
894,58168
250,58206
991,58319
894,58432
207,58522
782,58564
323,58636
250,58653
250,58673
18,58702
479,58752
479,58806
207,2260
250,58902
368,58929
894,58944
250,59050
250,59091
479,59188
478,59188
719,59221
323,59234
181,59242
250,59267
523,59411
842,59425
894,59588
894,59627
250,59640
323,59682
894,59684
250,59735
734,59894
542,60570
583,60626
583,60667
542,60720
583,60721
583,60726
583,61400
542,62382
544,62736
544,62751
434,62757
544,62774
544,62803
544,62811
544,62852
544,62983
544,63019
975,63035
544,63275
544,63279
544,63314
544,63398
544,63541
434,63558
722,63761
544,63814
544,63842
544,63863
544,63935
544,63937
434,63946
975,63972
544,64015
10,64342
235,64821
479,64830
479,65208
479,65283
285,65672
907,66212
93,66385
575,66565
577,66565
295,66806
696,66878
397,66934
722,67353
93,67509
343,67705
734,67786
734,67857
293,67957
302,68549
337,68560
479,68598
479,68674
479,68991
265,69566
479,69834
479,69900
479,69975
343,70791
343,71917
144,72019
346,72100
729,72666
829,72675
764,72739
274,72753
110,72823
261,73078
261,73084
340,73119
387,73674
260,74086
389,74215
997,74418
399,74783
399,74941
510,76371
705,76718
498,76762
621,76779
963,76813
964,76813
72,76865
621,76948
72,61696
621,77099
72,77099
621,77132
50,77484
21,77656
134,77735
670,77745
21,77760
609,77777
527,77808
471,77827
692,77863
630,78009
134,78009
21,78170
542,78176
630,78198
527,78238
21,78251
891,78296
285,78954
624,79075
265,79083
258,79150
689,79373
524,80259
764,80318
764,80333
764,80340
764,80344
764,80363
764,80367
764,80387
764,80388
764,80401
764,80405
764,80411
764,80415
764,80444
764,80463
764,80464
764,80468
764,80469
764,80477
764,80486
764,80500
764,80507
764,80509
764,80519
764,80539
764,80552
764,80587
764,80589
764,80593
764,80597
764,80622
764,80628
764,80638
764,80649
764,80684
112,80696
764,80698
764,80711
764,80720
764,80728
739,80740
764,80743
764,80745
764,80756
764,80762
989,80872
748,84148
881,84738
748,84765
748,84888
748,84935
150,85327
215,86048
128,86370
943,86484
560,86509
28,86663
105,86739
624,86769
219,86945
823,87010
652,87010
514,87049
835,87070
346,87450
319,87514
72,2260
397,88011
232,88705
835,89005
621,89049
621,89165
660,90180
835,90495
414,91142
72,91243
670,91635
562,91660
621,92057
835,92105
72,92311
72,92528
72,92748
217,92760
337,92882
